bytes,percentage,filenames,linenumbers
2080023472,94.54,glinpred.jl,108
60000240,2.73,gglmfit.jl,51
20000080,0.91,gglmfit.jl,372
20000080,0.91,gglmfit.jl,60
20000080,0.91,gglmfit.jl,59
21712,0.0,glinpred.jl,105
160,0.0,glinpred.jl,173
160,0.0,gglmfit.jl,604
128,0.0,gglmfit.jl,583
64,0.0,glinpred.jl,107
0,0.0,glinpred.jl,188
0,0.0,glinpred.jl,186
0,0.0,glinpred.jl,184
0,0.0,glinpred.jl,183
0,0.0,glinpred.jl,182
0,0.0,glinpred.jl,181
0,0.0,glinpred.jl,178
0,0.0,glinpred.jl,177
0,0.0,glinpred.jl,176
0,0.0,glinpred.jl,174
0,0.0,glinpred.jl,172
0,0.0,glinpred.jl,171
0,0.0,glinpred.jl,170
0,0.0,glinpred.jl,169
0,0.0,glinpred.jl,167
0,0.0,glinpred.jl,165
0,0.0,glinpred.jl,163
0,0.0,glinpred.jl,161
0,0.0,glinpred.jl,160
0,0.0,glinpred.jl,156
0,0.0,glinpred.jl,155
0,0.0,glinpred.jl,154
0,0.0,glinpred.jl,153
0,0.0,glinpred.jl,152
0,0.0,glinpred.jl,32
0,0.0,glinpred.jl,30
0,0.0,glinpred.jl,29
0,0.0,glinpred.jl,28
0,0.0,glinpred.jl,27
0,0.0,glinpred.jl,26
0,0.0,gglmtools.jl,459
0,0.0,gglmtools.jl,457
0,0.0,gglmtools.jl,456
0,0.0,gglmtools.jl,455
0,0.0,gglmtools.jl,454
0,0.0,gglmtools.jl,276
0,0.0,gglmtools.jl,274
0,0.0,gglmtools.jl,272
0,0.0,gglmtools.jl,271
0,0.0,gglmtools.jl,270
0,0.0,gglmtools.jl,269
0,0.0,gglmtools.jl,268
0,0.0,gglmfit.jl,738
0,0.0,gglmfit.jl,736
0,0.0,gglmfit.jl,735
0,0.0,gglmfit.jl,730
0,0.0,gglmfit.jl,727
0,0.0,gglmfit.jl,726
0,0.0,gglmfit.jl,723
0,0.0,gglmfit.jl,722
0,0.0,gglmfit.jl,719
0,0.0,gglmfit.jl,714
0,0.0,gglmfit.jl,713
0,0.0,gglmfit.jl,709
0,0.0,gglmfit.jl,708
0,0.0,gglmfit.jl,706
0,0.0,gglmfit.jl,705
0,0.0,gglmfit.jl,704
0,0.0,gglmfit.jl,584
0,0.0,gglmfit.jl,582
0,0.0,gglmfit.jl,579
0,0.0,gglmfit.jl,578
0,0.0,gglmfit.jl,426
0,0.0,gglmfit.jl,425
0,0.0,gglmfit.jl,424
0,0.0,gglmfit.jl,422
0,0.0,gglmfit.jl,421
0,0.0,gglmfit.jl,417
0,0.0,gglmfit.jl,416
0,0.0,gglmfit.jl,413
0,0.0,gglmfit.jl,410
0,0.0,gglmfit.jl,408
0,0.0,gglmfit.jl,407
0,0.0,gglmfit.jl,405
0,0.0,gglmfit.jl,404
0,0.0,gglmfit.jl,403
0,0.0,gglmfit.jl,396
0,0.0,gglmfit.jl,394
0,0.0,gglmfit.jl,393
0,0.0,gglmfit.jl,392
0,0.0,gglmfit.jl,391
0,0.0,gglmfit.jl,385
0,0.0,gglmfit.jl,383
0,0.0,gglmfit.jl,375
0,0.0,gglmfit.jl,374
0,0.0,gglmfit.jl,373
0,0.0,gglmfit.jl,366
0,0.0,gglmfit.jl,365
0,0.0,gglmfit.jl,362
0,0.0,gglmfit.jl,361
0,0.0,gglmfit.jl,358
0,0.0,gglmfit.jl,192
0,0.0,gglmfit.jl,191
0,0.0,gglmfit.jl,185
0,0.0,gglmfit.jl,184
0,0.0,gglmfit.jl,183
0,0.0,gglmfit.jl,182
0,0.0,gglmfit.jl,180
0,0.0,gglmfit.jl,104
0,0.0,gglmfit.jl,102
0,0.0,gglmfit.jl,101
0,0.0,gglmfit.jl,100
0,0.0,gglmfit.jl,99
0,0.0,gglmfit.jl,98
0,0.0,gglmfit.jl,64
0,0.0,gglmfit.jl,63
0,0.0,gglmfit.jl,62
0,0.0,gglmfit.jl,61
0,0.0,gglmfit.jl,48
0,0.0,gglmfit.jl,47
0,0.0,gglmfit.jl,45
0,0.0,gglmfit.jl,44
0,0.0,gglmfit.jl,40
0,0.0,gglmfit.jl,39
0,0.0,gglmfit.jl,36
0,0.0,gglmfit.jl,33
0,0.0,gglmfit.jl,32
0,0.0,gglmfit.jl,31
0,0.0,gglmfit.jl,30
0,0.0,gglmfit.jl,29
